k 15.10	15.9	14.10
0												1	1	1
1												1	1	1
2												1	1	1
3												1	1	1
4												1	1	1
5												1	1	1
6												1	1	1
7												1	1	1
8												1	1	1
9												1	1	1
10												1	1	1
11												1	1	1
12												1	1	1
13												1	1	1
14												1	1	0.964
15												0.914	0.9255555556	0.939
16												0.895	0.8866666667	0.914
17												0.893	0.8811111111	0.895
18												0.892	0.8777777778	0.892
19												0.892	0.8766666667	0.891
20												0.889	0.8755555556	0.891
21												0.889	0.8744444444	0.887
22												0.885	0.8677777778	0.886
23												0.884	0.8655555556	0.885
24												0.882	0.8622222222	0.885
25												0.88	0.8577777778	0.875
26												0.879	0.8511111111	0.872
27												0.878	0.8411111111	0.869
28												0.874	0.83	0.866
29												0.867	0.8233333333	0.859
30												0.862	0.8055555556	0.859
31												0.857	0.8022222222	0.847
32												0.84	0.7955555556	0.813
33												0.816	0.7933333333	0.795
34												0.815	0.7922222222	0.787
35												0.814	0.79	0.779
36												0.807	0.7888888889	0.779
37												0.799	0.7888888889	0.779
38												0.797	0.7844444444	0.779
39												0.78	0.7766666667	0.778
40												0.779	0.7733333333	0.778
41												0.779	0.7688888889	0.771
42												0.772	0.7611111111	0.77
43												0.76	0.76	0.767
44												0.758	0.7577777778	0.764
45												0.755	0.7577777778	0.759
46												0.746	0.7577777778	0.757
47												0.735	0.7577777778	0.743
48												0.73	0.7577777778	0.743
49												0.713	0.7544444444	0.743
50												0.712	0.7544444444	0.734
51												0.705	0.7177777778	0.733
52												0.7	0.7155555556	0.725
53												0.698	0.7155555556	0.699
54												0.69	0.7144444444	0.697
55												0.69	0.7088888889	0.689
56												0.689	0.7055555556	0.686
57												0.687	0.7022222222	0.686
58												0.685	0.7022222222	0.681
59												0.681	0.7011111111	0.675
60												0.679	0.7011111111	0.662
61												0.679	0.7011111111	0.661
62												0.679	0.6933333333	0.661
63												0.666	0.6911111111	0.657
64												0.666	0.6811111111	0.647
65												0.666	0.6777777778	0.647
66												0.666	0.6777777778	0.634
67												0.666	0.6555555556	0.631
68												0.65	0.6388888889	0.629
69												0.646	0.6388888889	0.629
70												0.64	0.6388888889	0.622
71												0.635	0.6344444444	0.622
72												0.627	0.6288888889	0.622
73												0.614	0.6288888889	0.611
74												0.597	0.6188888889	0.611
75												0.591	0.6188888889	0.6
76												0.583	0.6188888889	0.594
77												0.583	0.6188888889	0.594
78												0.583	0.6155555556	0.589
79												0.581	0.6155555556	0.582
80												0.58	0.6155555556	0.571
81												0.578	0.6155555556	0.568
82												0.575	0.6088888889	0.568
83												0.574	0.6022222222	0.568
84												0.574	0.6022222222	0.564
85												0.574	0.5966666667	0.563
86												0.574	0.5966666667	0.561
87												0.574	0.5955555556	0.559
88												0.569	0.5955555556	0.558
89												0.555	0.5944444444	0.558
90												0.551	0.5933333333	0.558
91												0.551	0.5866666667	0.558
92												0.551	0.5822222222	0.551
93												0.547	0.5822222222	0.55
94												0.543	0.5766666667	0.547
95												0.543	0.5766666667	0.54
96												0.532	0.5711111111	0.536
97												0.53	0.5688888889	0.533
98												0.528	0.5622222222	0.529
99												0.517	0.5622222222	0.524
100												0.513	0.5544444444	0.519
101												0.509	0.5544444444	0.511
102												0.509	0.5544444444	0.493
103												0.508	0.5544444444	0.493
104												0.508	0.5544444444	0.493
105												0.508	0.5477777778	0.493
106												0.508	0.5288888889	0.478
107												0.504	0.5288888889	0.476
108												0.501	0.5211111111	0.476
109												0.501	0.5211111111	0.475
110												0.494	0.5211111111	0.474
111												0.491	0.5188888889	0.472
112												0.488	0.5088888889	0.472
113												0.483	0.5088888889	0.466
114												0.478	0.4988888889	0.461
115												0.474	0.4955555556	0.461
116												0.471	0.4922222222	0.454
117												0.471	0.4877777778	0.447
118												0.46	0.4811111111	0.443
119												0.46	0.48	0.439
120												0.46	0.4788888889	0.439
121												0.456	0.4788888889	0.439
122												0.452	0.4711111111	0.427
123												0.447	0.4688888889	0.425
124												0.443	0.4688888889	0.425
125												0.443	0.4688888889	0.421
126												0.439	0.4677777778	0.421
127												0.438	0.4566666667	0.421
128												0.438	0.4566666667	0.418
129												0.434	0.4555555556	0.418
130												0.429	0.4455555556	0.418
131												0.425	0.4455555556	0.418
132												0.414	0.4422222222	0.418
133												0.412	0.4377777778	0.418
134												0.412	0.4344444444	0.418
135												0.404	0.4344444444	0.418
136												0.403	0.4311111111	0.418
137												0.394	0.4311111111	0.418
138												0.394	0.4277777778	0.412
139												0.391	0.4255555556	0.407
140												0.391	0.4188888889	0.407
141												0.391	0.4044444444	0.407
142												0.391	0.4011111111	0.407
143												0.384	0.3933333333	0.407
144												0.381	0.39	0.407
145												0.378	0.3811111111	0.407
146												0.378	0.3788888889	0.407
147												0.378	0.3777777778	0.407
148												0.378	0.3744444444	0.407
149												0.378	0.3722222222	0.407
150												0.375	0.3722222222	0.403
151												0.375	0.3688888889	0.397
152												0.371	0.3677777778	0.397
153												0.371	0.3677777778	0.394
154												0.371	0.3677777778	0.393
155												0.371	0.3644444444	0.39
156												0.371	0.3622222222	0.39
157												0.368	0.3622222222	0.387
158												0.365	0.3566666667	0.387
159												0.365	0.3566666667	0.384
160												0.362	0.3555555556	0.381
161												0.362	0.3522222222	0.381
162												0.362	0.3522222222	0.379
163												0.359	0.3522222222	0.376
164												0.359	0.3522222222	0.374
165												0.347	0.3522222222	0.374
166												0.347	0.3333333333	0.363
167												0.345	0.3266666667	0.361
168												0.345	0.3222222222	0.361
169												0.345	0.3211111111	0.357
170												0.342	0.3144444444	0.357
171												0.339	0.3144444444	0.357
172												0.339	0.3144444444	0.355
173												0.339	0.3144444444	0.354
174												0.337	0.3122222222	0.351
175												0.337	0.3088888889	0.349
176												0.334	0.3088888889	0.34
177												0.324	0.3088888889	0.338
178												0.319	0.3088888889	0.336
179												0.319	0.3088888889	0.331
180												0.319	0.3055555556	0.331
181												0.315	0.3055555556	0.331
182												0.311	0.3022222222	0.33
183												0.311	0.3022222222	0.33
184												0.308	0.3022222222	0.33
185												0.305	0.3022222222	0.33
186												0.305	0.2988888889	0.33
187												0.301	0.2988888889	0.33
188												0.301	0.2988888889	0.327
189												0.298	0.2988888889	0.315
190												0.295	0.2988888889	0.308
191												0.292	0.2966666667	0.308
192												0.292	0.29	0.3
193												0.292	0.29	0.297
194												0.289	0.29	0.289
195												0.285	0.29	0.289
196												0.283	0.2655555556	0.289
197												0.281	0.2577777778	0.289
198												0.281	0.2555555556	0.286
199												0.281	0.2466666667	0.286
200												0.278	0.2455555556	0.282
201												0.278	0.2433333333	0.28
202												0.278	0.2411111111	0.277
203												0.278	0.2411111111	0.277
204												0.278	0.2411111111	0.277
205												0.278	0.2411111111	0.277
206												0.278	0.2411111111	0.277
207												0.275	0.2377777778	0.271
208												0.272	0.2377777778	0.268
209												0.272	0.2377777778	0.268
210												0.272	0.2377777778	0.267
211												0.272	0.2377777778	0.266
212												0.272	0.2344444444	0.266
213												0.265	0.2344444444	0.266
214												0.263	0.2311111111	0.266
215												0.257	0.2311111111	0.259
216												0.249	0.2288888889	0.244
217												0.249	0.2288888889	0.237
218												0.248	0.2288888889	0.237
219												0.248	0.2288888889	0.237
220												0.248	0.2288888889	0.237
221												0.248	0.2288888889	0.236
222												0.248	0.2288888889	0.236
223												0.248	0.2255555556	0.234
224												0.248	0.2255555556	0.234
225												0.245	0.2255555556	0.232
226												0.245	0.2255555556	0.232
227												0.245	0.2222222222	0.224
228												0.245	0.2222222222	0.224
229												0.245	0.2222222222	0.224
230												0.238	0.2222222222	0.224
231												0.231	0.22	0.224
232												0.231	0.22	0.222
233												0.231	0.22	0.219
234												0.228	0.2188888889	0.217
235												0.228	0.2188888889	0.214
236												0.225	0.2155555556	0.214
237												0.225	0.2133333333	0.214
238												0.225	0.2133333333	0.211
239												0.222	0.2133333333	0.209
240												0.222	0.21	0.209
241												0.22	0.21	0.209
242												0.22	0.2066666667	0.206
243												0.217	0.2066666667	0.203
244												0.216	0.2066666667	0.203
245												0.216	0.2022222222	0.197
246												0.216	0.1988888889	0.197
247												0.216	0.1988888889	0.196
248												0.209	0.1988888889	0.193
249												0.204	0.1988888889	0.193
250												0.204	0.1988888889	0.193
251												0.202	0.1988888889	0.19
252												0.202	0.1988888889	0.188
253												0.198	0.1988888889	0.188
254												0.196	0.1966666667	0.188
255												0.196	0.1966666667	0.188
256												0.196	0.1966666667	0.188
257												0.193	0.1944444444	0.185
258												0.193	0.1933333333	0.182
259												0.193	0.1888888889	0.181
260												0.193	0.1811111111	0.178
261												0.188	0.1766666667	0.175
262												0.183	0.1766666667	0.175
263												0.182	0.1766666667	0.174
264												0.182	0.1766666667	0.174
265												0.178	0.1766666667	0.172
266												0.173	0.1766666667	0.169
267												0.173	0.1766666667	0.167
268												0.172	0.1766666667	0.167
269												0.172	0.1733333333	0.167
270												0.172	0.1733333333	0.167
271												0.17	0.1733333333	0.167
272												0.168	0.1733333333	0.167
273												0.167	0.1733333333	0.164
274												0.164	0.1733333333	0.164
275												0.164	0.1733333333	0.162
276												0.159	0.1733333333	0.162
277												0.159	0.1733333333	0.162
278												0.158	0.1733333333	0.156
279												0.156	0.1733333333	0.154
280												0.151	0.1733333333	0.151
281												0.15	0.1733333333	0.151
282												0.148	0.1733333333	0.146
283												0.148	0.1711111111	0.146
284												0.148	0.1644444444	0.146
285												0.148	0.1644444444	0.146
286												0.146	0.1622222222	0.142
287												0.146	0.1566666667	0.142
288												0.146	0.1533333333	0.14
289												0.146	0.1533333333	0.134
290												0.146	0.1511111111	0.131
291												0.146	0.1511111111	0.131
292												0.146	0.15	0.125
293												0.146	0.15	0.122
294												0.14	0.15	0.119
295												0.14	0.15	0.119
296												0.14	0.1466666667	0.117
297												0.14	0.1466666667	0.117
298												0.139	0.1466666667	0.11
299												0.136	0.1444444444	0.11
300												0.136	0.1444444444	0.11
301												0.136	0.1444444444	0.107
302												0.136	0.1444444444	0.103
303												0.135	0.1444444444	0.101
304												0.132	0.1444444444	0.101
305												0.132	0.1411111111	0.101
306												0.13	0.1355555556	0.101
307												0.13	0.1322222222	0.101
308												0.13	0.1288888889	0.101
309												0.13	0.1288888889	0.101
310												0.13	0.1255555556	0.099
311												0.13	0.1211111111	0.099
312												0.128	0.1177777778	0.099
313												0.125	0.1122222222	0.096
314												0.122	0.1111111111	0.096
315												0.122	0.1088888889	0.096
316												0.12	0.1088888889	0.096
317												0.117	0.1022222222	0.094
318												0.117	0.0988888889	0.094
319												0.117	0.0922222222	0.094
320												0.115	0.0922222222	0.091
321												0.115	0.0922222222	0.091
322												0.115	0.0922222222	0.091
323												0.115	0.09	0.091
324												0.115	0.09	0.091
325												0.112	0.09	0.091
326												0.112	0.09	0.091
327												0.112	0.09	0.089
328												0.11	0.09	0.089
329												0.107	0.09	0.089
330												0.107	0.09	0.089
331												0.107	0.09	0.089
332												0.107	0.09	0.089
333												0.104	0.09	0.089
334												0.104	0.09	0.089
335												0.104	0.09	0.086
336												0.102	0.09	0.086
337												0.102	0.09	0.086
338												0.102	0.09	0.083
339												0.099	0.09	0.083
340												0.099	0.09	0.083
341												0.099	0.09	0.083
342												0.097	0.09	0.083
343												0.097	0.09	0.083
344												0.097	0.09	0.083
345												0.094	0.09	0.081
346												0.094	0.09	0.081
347												0.094	0.09	0.081
348												0.089	0.09	0.081
349												0.089	0.09	0.081
350												0.089	0.09	0.081
351												0.089	0.09	0.081
352												0.089	0.09	0.081
353												0.089	0.09	0.081
354												0.089	0.09	0.081
355												0.089	0.09	0.081
356												0.089	0.09	0.081
357												0.089	0.09	0.081
358												0.089	0.09	0.081
359												0.089	0.09	0.081
360												0.089	0.09	0.081
361												0.089	0.09	0.081
362												0.089	0.09	0.081
363												0.089	0.09	0.081
364												0.089	0.09	0.081
365												0.089	0.09	0.081
366												0.089	0.09	0.081
367												0.089	0.09	0.081
368												0.089	0.09	0.081
369												0.089	0.09	0.081
370												0.089	0.09	0.081
371												0.089	0.09	0.081
372												0.089	0.09	0.081
373												0.089	0.09	0.081
374												0.089	0.09	0.081
375												0.089	0.09	0.081
376												0.089	0.09	0.081
377												0.089	0.09	0.081
378												0.089	0.09	0.081
379												0.089	0.09	0.081
380												0.089	0.09	0.081
381												0.089	0.09	0.079
382												0.089	0.09	0.079
383												0.089	0.09	0.079
384												0.089	0.09	0.079
385												0.089	0.09	0.076
386												0.089	0.09	0.072
387												0.089	0.09	0.068
388												0.089	0.09	0.064
389												0.089	0.09	0.064
390												0.089	0.09	0.06
391												0.089	0.09	0.06
392												0.089	0.09	0.06
393												0.089	0.09	0.06
394												0.089	0.09	0.06
395												0.089	0.09	0.06
396												0.089	0.09	0.06
397												0.089	0.09	0.06
398												0.089	0.09	0.06
399												0.089	0.09	0.06
400												0.089	0.09	0.06
401												0.089	0.09	0.06
402												0.089	0.09	0.06
403												0.089	0.09	0.06
404												0.089	0.09	0.06
405												0.089	0.09	0.06
406												0.089	0.09	0.06
407												0.089	0.09	0.06
408												0.089	0.09	0.06
409												0.089	0.09	0.06
410												0.089	0.09	0.06
411												0.089	0.09	0.06
412												0.089	0.09	0.06
413												0.089	0.09	0.06
414												0.089	0.09	0.06
415												0.089	0.09	0.06
416												0.089	0.09	0.06
417												0.089	0.09	0.06
418												0.089	0.09	0.06
419												0.089	0.09	0.06
420												0.089	0.09	0.06
421												0.089	0.09	0.06
422												0.089	0.09	0.06
423												0.089	0.09	0.06
424												0.089	0.09	0.06
425												0.089	0.09	0.06
426												0.089	0.09	0.059
427												0.089	0.09	0.059
428												0.089	0.09	0.059
429												0.089	0.09	0.059
430												0.089	0.09	0.057
431												0.089	0.09	0.057
432												0.089	0.09	0.057
433												0.089	0.09	0.057
434												0.089	0.09	0.057
435												0.089	0.09	0.057
436												0.089	0.09	0.057
437												0.089	0.0888888889	0.057
438												0.089	0.0888888889	0.055
439												0.089	0.0888888889	0.055
440												0.089	0.0888888889	0.055
441												0.089	0.0888888889	0.054
442												0.089	0.0888888889	0.054
443												0.089	0.0888888889	0.054
444												0.089	0.0888888889	0.054
445												0.089	0.0888888889	0.054
446												0.089	0.0855555556	0.053
447												0.089	0.0855555556	0.053
448												0.089	0.0855555556	0.052
449												0.089	0.0855555556	0.052
450												0.089	0.0833333333	0.047
451												0.089	0.0833333333	0.043
452												0.089	0.0822222222	0.043
453												0.089	0.0822222222	0.041
454												0.089	0.0811111111	0.039
455												0.089	0.0811111111	0.035
456												0.089	0.0811111111	0.032
457												0.089	0.0777777778	0.032
458												0.089	0.0777777778	0.032
459												0.089	0.0722222222	0.031
460												0.089	0.0722222222	0.029
461												0.089	0.0722222222	0.029
