k 14.9
0	1
1	1
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	0.9577777778
14	0.9155555556
15	0.9022222222
16	0.8888888889
17	0.8811111111
18	0.88
19	0.8788888889
20	0.8766666667
21	0.8766666667
22	0.8755555556
23	0.8744444444
24	0.8744444444
25	0.87
26	0.8688888889
27	0.8644444444
28	0.8633333333
29	0.8588888889
30	0.8522222222
31	0.8455555556
32	0.8411111111
33	0.8277777778
34	0.8166666667
35	0.8122222222
36	0.8077777778
37	0.7888888889
38	0.7777777778
39	0.7744444444
40	0.7733333333
41	0.7722222222
42	0.7688888889
43	0.7555555556
44	0.7522222222
45	0.7511111111
46	0.7488888889
47	0.7422222222
48	0.7355555556
49	0.7333333333
50	0.7311111111
51	0.7266666667
52	0.7255555556
53	0.7255555556
54	0.7155555556
55	0.71
56	0.7066666667
57	0.7011111111
58	0.6833333333
59	0.68
60	0.6711111111
61	0.66
62	0.6555555556
63	0.6533333333
64	0.6522222222
65	0.65
66	0.6411111111
67	0.6388888889
68	0.6322222222
69	0.6288888889
70	0.6222222222
71	0.6177777778
72	0.6133333333
73	0.6122222222
74	0.6055555556
75	0.6044444444
76	0.5888888889
77	0.5811111111
78	0.58
79	0.58
80	0.5766666667
81	0.57
82	0.5622222222
83	0.5577777778
84	0.5511111111
85	0.5477777778
86	0.5433333333
87	0.5433333333
88	0.5388888889
89	0.5355555556
90	0.5344444444
91	0.5344444444
92	0.5244444444
93	0.52
94	0.5188888889
95	0.5111111111
96	0.51
97	0.5066666667
98	0.5044444444
99	0.5011111111
100	0.5
101	0.4977777778
102	0.4944444444
103	0.4922222222
104	0.49
105	0.4844444444
106	0.4788888889
107	0.4777777778
108	0.4777777778
109	0.4766666667
110	0.4722222222
111	0.4711111111
112	0.4655555556
113	0.4622222222
114	0.4588888889
115	0.4566666667
116	0.4566666667
117	0.4544444444
118	0.4533333333
119	0.4511111111
120	0.45
121	0.45
122	0.4477777778
123	0.4466666667
124	0.4444444444
125	0.44
126	0.44
127	0.44
128	0.4366666667
129	0.4344444444
130	0.4333333333
131	0.4311111111
132	0.4288888889
133	0.4288888889
134	0.4255555556
135	0.4222222222
136	0.4177777778
137	0.4166666667
138	0.4133333333
139	0.41
140	0.4066666667
141	0.4033333333
142	0.4011111111
143	0.3966666667
144	0.3944444444
145	0.3944444444
146	0.39
147	0.3866666667
148	0.3811111111
149	0.3744444444
150	0.37
151	0.3677777778
152	0.3622222222
153	0.36
154	0.3577777778
155	0.3544444444
156	0.3511111111
157	0.3455555556
158	0.3411111111
159	0.3388888889
160	0.3388888889
161	0.3366666667
162	0.3344444444
163	0.33
164	0.3288888889
165	0.3255555556
166	0.3233333333
167	0.32
168	0.3133333333
169	0.31
170	0.31
171	0.3088888889
172	0.3077777778
173	0.3077777778
174	0.3066666667
175	0.3033333333
176	0.3
177	0.2955555556
178	0.2922222222
179	0.2911111111
180	0.2855555556
181	0.2833333333
182	0.28
183	0.2777777778
184	0.2766666667
185	0.2711111111
186	0.2677777778
187	0.2644444444
188	0.2644444444
189	0.2577777778
190	0.2544444444
191	0.2544444444
192	0.2522222222
193	0.2522222222
194	0.2511111111
195	0.25
196	0.25
197	0.2466666667
198	0.2455555556
199	0.2444444444
200	0.2411111111
201	0.24
202	0.2366666667
203	0.2344444444
204	0.2311111111
205	0.2311111111
206	0.2311111111
207	0.2288888889
208	0.2255555556
209	0.2211111111
210	0.2111111111
211	0.21
212	0.2066666667
213	0.2044444444
214	0.2044444444
215	0.2011111111
216	0.1955555556
217	0.1933333333
218	0.1911111111
219	0.1877777778
220	0.1844444444
221	0.1844444444
222	0.1788888889
223	0.1755555556
224	0.1733333333
225	0.17
226	0.1677777778
227	0.1666666667
228	0.1644444444
229	0.1611111111
230	0.1566666667
231	0.1544444444
232	0.1533333333
233	0.15
234	0.1488888889
235	0.1466666667
236	0.1444444444
237	0.1433333333
238	0.1411111111
239	0.1377777778
240	0.1333333333
241	0.1277777778
242	0.1233333333
243	0.1233333333
244	0.1233333333
245	0.12
246	0.1166666667
247	0.1144444444
248	0.1111111111
249	0.1111111111
250	0.1111111111
251	0.11
252	0.1088888889
253	0.1088888889
254	0.1066666667
255	0.1055555556
256	0.1055555556
257	0.1011111111
258	0.1
259	0.0988888889
260	0.0977777778
261	0.0977777778
262	0.0977777778
263	0.0966666667
264	0.0933333333
265	0.0922222222
266	0.0922222222
267	0.0911111111
268	0.0911111111
269	0.0888888889
270	0.0888888889
271	0.0855555556
272	0.0855555556
273	0.0833333333
274	0.0822222222
275	0.0811111111
276	0.0811111111
277	0.08
278	0.08
279	0.08
280	0.0788888889
281	0.0766666667
282	0.0766666667
283	0.0755555556
284	0.0755555556
285	0.0744444444
286	0.0733333333
287	0.0733333333
288	0.0722222222
289	0.0722222222
290	0.0711111111
291	0.0711111111
292	0.07
293	0.0688888889
294	0.0666666667
295	0.0666666667
296	0.0655555556
297	0.0655555556
298	0.0655555556
299	0.0655555556
300	0.0655555556
301	0.0644444444
302	0.0644444444
303	0.0644444444
304	0.0633333333
305	0.0633333333
306	0.0622222222
307	0.0622222222
308	0.0622222222
309	0.0622222222
310	0.0611111111
311	0.0611111111
312	0.0611111111
313	0.0611111111
314	0.0611111111
315	0.0611111111
316	0.0611111111
317	0.0611111111
318	0.0611111111
319	0.0611111111
320	0.0611111111
321	0.0611111111
322	0.0611111111
323	0.0611111111
324	0.0611111111
325	0.0611111111
326	0.0611111111
327	0.0611111111
328	0.0611111111
329	0.0611111111
330	0.0611111111
331	0.0611111111
332	0.0611111111
333	0.0611111111
334	0.0611111111
335	0.0611111111
336	0.0611111111
337	0.0611111111
338	0.0611111111
339	0.0611111111
340	0.0611111111
341	0.06
342	0.06
343	0.06
344	0.06
345	0.06
346	0.06
347	0.06
348	0.06
349	0.06
350	0.06
351	0.06
352	0.06
353	0.06
354	0.06
355	0.06
356	0.06
357	0.06
358	0.06
359	0.06
360	0.06
361	0.06
362	0.06
363	0.06
364	0.06
365	0.06
366	0.06
367	0.06
368	0.06
369	0.06
370	0.0588888889
371	0.0588888889
372	0.0588888889
373	0.0588888889
374	0.0588888889
375	0.0588888889
376	0.0588888889
377	0.0588888889
378	0.0588888889
379	0.0588888889
380	0.0588888889
381	0.0577777778
382	0.0577777778
383	0.0577777778
384	0.0577777778
385	0.0577777778
386	0.0577777778
387	0.0522222222
388	0.0488888889
389	0.0477777778
390	0.0477777778
